#{"t_start": 1530713429.3655992, "env_id": "Humanoid-v2"}
r,l,t
95.786911,20,10.576583
135.232019,29,10.621746
162.764638,34,13.263324
236.32292,54,13.345913
178.898268,40,13.407992
141.528853,30,13.455015
130.443258,29,13.49826
90.237709,19,13.526281
130.946686,29,13.570286
172.569484,37,13.626753
85.651754,18,13.653256
89.734424,19,13.680285
86.325703,18,13.706553
107.227102,22,13.738383
131.752208,30,13.781925
104.874891,22,13.81426
90.289487,19,13.846261
84.745187,18,13.874957
89.625148,19,13.904069
92.736463,20,13.935297
118.489328,25,13.973411
121.666906,27,14.014362
152.906518,32,14.061977
119.294551,25,14.099997
164.132962,35,14.153565
184.375332,37,14.22143
97.973281,20,14.254929
105.096422,22,14.293993
176.293401,42,14.369363
120.100001,25,14.411533
189.469181,43,14.496159
123.32929,26,14.545074
145.085194,31,14.591839
89.43058,19,14.620281
110.528134,24,14.656024
85.785334,18,14.682216
86.099893,18,14.709355
85.980227,18,14.742285
80.336913,17,14.767774
207.037325,40,14.838809
84.906748,18,14.865946
96.819018,20,14.892506
88.993224,19,14.917628
101.136108,22,14.948777
173.813012,35,15.002498
95.492191,20,15.031496
77.784389,17,15.055291
105.612418,22,15.086693
115.691706,24,15.122279
80.937048,17,15.148048
108.42946,22,15.182295
206.562203,42,15.267106
107.812109,23,15.305326
213.440947,45,15.373632
85.219464,18,15.399894
136.437325,32,15.452206
137.261763,30,15.495886
124.400965,27,15.536747
141.005051,31,15.584399
84.920784,18,15.611424
114.732429,23,15.645876
158.483089,33,15.694619
162.950555,33,15.743541
98.609198,21,15.773426
92.999999,20,15.801907
120.431704,25,15.838402
121.739017,27,15.880037
100.868219,21,15.912062
91.913759,19,15.94067
115.147593,24,15.975276
87.406681,18,16.002204
117.203879,26,16.043689
86.144385,18,16.069681
129.218087,26,16.104307
152.642302,34,16.149204
155.052987,34,16.19486
80.516034,17,16.216623
97.972347,22,16.245813
76.523249,16,16.2664
80.936303,17,16.289173
98.297317,21,16.317581
150.767709,31,16.360395
87.496301,19,16.387931
155.204714,33,19.173624
137.202314,28,19.231965
178.164087,38,19.29721
172.242882,36,19.347871
290.831135,57,19.431827
121.43036,25,19.467767
111.516583,24,19.504938
100.564046,23,19.542973
81.515386,17,19.575456
137.811156,29,19.616338
78.261184,17,19.638996
174.550398,37,19.695907
96.028737,20,19.725867
86.784936,18,19.750896
101.961325,21,19.779319
97.063795,21,19.806925
189.796566,40,19.867077
222.644905,45,19.9374
85.413214,19,19.969136
111.969166,24,20.004395
113.336306,28,20.046263
85.646514,18,20.070897
155.123203,33,20.120454
199.614643,43,20.213126
133.851754,28,20.257075
86.281395,18,20.279713
140.415883,30,20.320806
141.692496,31,20.36379
76.351185,16,20.387589
133.77114,28,20.428514
183.104428,38,20.503469
86.554671,18,20.539266
179.856333,38,20.619031
103.124823,21,20.65374
91.669005,19,20.685375
76.501067,16,20.710703
174.286949,35,20.768483
125.501679,29,20.810821
208.719358,43,20.873969
167.749052,34,20.933595
86.770944,20,20.967467
119.093718,26,21.007993
155.344478,35,21.056079
117.331965,25,21.091432
170.272316,36,21.157279
197.983137,43,21.254811
107.566839,22,21.302655
196.938223,42,21.382782
92.178087,19,21.423767
90.354785,19,21.463465
150.798448,31,21.529965
210.354983,44,21.627219
117.446611,24,21.677335
130.576927,27,21.733121
90.451747,21,21.775379
97.352013,20,21.815459
95.746228,20,21.849145
141.995849,30,21.890698
125.300158,25,21.933119
90.979504,19,21.959377
168.470661,36,22.018967
241.994275,52,22.10396
181.929835,39,22.156497
101.140162,21,22.184621
152.12047,33,22.242022
170.142746,35,22.305839
123.215009,25,22.344346
80.320348,17,22.368064
89.166276,19,22.39643
146.492794,32,22.443224
169.418474,34,22.495074
93.570087,20,22.52542
242.148135,52,25.01402
147.813419,29,25.057879
153.211287,31,25.104165
166.061539,36,25.156563
134.33911,30,25.202178
266.741356,52,25.293262
144.838557,33,25.356624
136.643836,29,25.396156
256.221375,52,25.473284
147.702092,32,25.538209
110.487163,23,25.584252
111.705789,26,25.638316
97.042986,20,25.678004
124.56843,27,25.735416
101.31477,21,25.767006
182.534511,38,25.825323
81.392021,17,25.849671
210.029504,42,25.922367
146.421842,31,25.966368
117.489278,25,26.008415
145.174192,29,26.05933
177.216309,39,26.120655
145.82805,31,26.166267
180.059907,42,26.229228
187.048538,40,26.289258
203.229773,45,26.358464
81.288693,17,26.383452
286.108405,63,26.481726
149.736926,32,26.5294
166.023713,36,26.583352
125.469954,27,26.622239
137.530681,29,26.664101
238.246056,55,26.746456
151.508074,31,26.79452
122.289937,25,26.832526
187.408817,43,26.900233
103.699093,22,26.934961
228.640893,48,27.004524
219.5854,44,27.075703
115.701101,23,27.110336
116.502145,24,27.149141
112.879849,24,27.187226
95.001593,20,27.218093
204.636934,44,27.285418
121.596765,29,27.329386
171.633702,35,27.382534
120.587815,26,27.421958
247.709214,51,27.505456
162.016357,32,27.559026
207.935319,41,27.623784
161.68034,35,27.673174
112.931188,23,27.704548
124.98472,28,27.742703
198.930668,43,27.804487
266.118853,55,27.898408
197.428268,41,27.966826
215.456479,46,28.042053
209.716516,45,28.108988
179.141633,38,28.167587
267.949109,54,30.97955
225.462629,51,31.05784
143.733753,29,31.101101
309.677383,61,31.19513
186.069733,38,31.259866
108.26878,27,31.307093
159.523702,33,31.357952
209.977993,45,31.429613
133.6376,28,31.482881
137.409984,31,31.544835
139.037318,30,31.599934
163.905303,35,31.653427
169.280803,35,31.717001
181.209326,39,31.787793
181.814017,36,31.858011
159.183613,38,31.923623
130.05571,28,31.972543
250.844739,51,32.054477
95.98543,20,32.084247
120.070803,27,32.124102
162.990473,36,32.178905
151.550237,33,32.223718
216.442543,44,32.285252
174.07851,37,32.337661
183.526687,40,32.396519
154.913983,34,32.446529
162.278447,34,32.502983
268.554104,61,32.615729
143.570352,31,32.675778
104.023322,22,32.722081
130.611945,27,32.765445
185.496747,39,32.817539
113.862914,24,32.850336
94.425104,20,32.876902
204.010094,45,32.937814
196.799839,44,32.999172
279.627359,58,33.081429
132.246064,27,33.126694
312.572212,62,33.244548
221.840152,50,33.321763
235.071366,46,33.399053
120.163653,25,33.435716
312.699261,63,33.524995
271.381596,56,33.632474
157.317915,33,33.704279
123.230909,26,33.758523
95.964382,20,33.787522
237.218379,49,33.856531
227.387865,46,33.923352
180.016935,37,33.976123
364.070681,73,34.081373
342.02598,74,34.184132
217.490163,46,36.760534
216.042525,45,36.855412
101.096566,21,36.884969
321.118187,67,36.986537
291.284212,62,37.08023
343.479512,67,37.190747
154.311513,34,37.246177
192.553493,42,37.3091
261.220051,58,37.42873
353.353734,67,37.554212
214.958694,42,37.614182
218.065627,44,37.677453
162.2758,35,37.725817
172.072819,35,37.774172
230.722016,47,37.839375
234.461223,48,37.907443
194.24147,41,37.965151
231.77391,50,38.033392
259.944336,53,38.110596
493.651773,100,38.269563
303.58398,64,38.380343
251.172681,52,38.472128
240.833855,54,38.567093
108.105972,23,38.606032
282.462249,58,38.713969
193.068915,39,38.784771
210.865838,47,38.871148
214.361212,46,38.954233
100.583694,21,38.98977
149.82946,31,39.044194
371.320658,75,39.16956
203.283844,42,39.231698
129.758846,27,39.273844
219.332303,47,39.344595
242.102212,50,39.418543
99.326633,21,39.448811
151.733558,33,39.506889
216.608975,45,39.580631
194.450664,41,39.636547
303.663564,63,39.737127
189.742372,41,39.79973
185.852742,43,39.865887
284.379761,58,39.9552
277.300182,56,42.6206
230.428322,48,42.694085
269.565552,58,42.783654
291.31194,61,42.881836
274.466016,56,43.00089
536.772764,112,43.164868
234.39854,48,43.234282
202.773872,43,43.297927
199.938904,41,43.359249
246.422317,55,43.454187
196.465502,41,43.540831
418.339176,82,43.660554
191.894066,43,43.719285
234.891409,49,43.786768
374.42052,79,43.909213
255.980116,51,43.991498
264.685094,51,44.08331
219.376648,46,44.164878
296.271621,59,44.257312
222.610275,51,44.348014
254.814353,51,44.425044
214.705708,45,44.502316
258.9571,53,44.595654
167.736722,35,44.646994
301.660241,56,44.727897
283.487493,56,44.830272
254.512057,49,44.899756
191.144572,40,44.967216
261.513939,56,45.050171
260.537936,53,45.135472
209.809768,45,45.200203
192.567917,38,45.25603
303.193674,62,45.347952
330.072224,71,45.47413
271.729416,56,45.582252
282.598805,56,45.703678
239.474758,53,45.821315
283.73997,57,45.912037
255.544697,58,48.452534
296.809917,58,48.542962
237.321228,47,48.619965
378.281842,87,48.811808
286.193399,64,48.932317
441.687457,90,49.120323
452.586894,88,49.302642
246.461033,54,49.415095
237.572299,47,49.488447
209.822237,46,49.559592
270.206298,57,49.650585
308.75551,71,49.781663
205.077355,44,49.860322
178.430365,38,49.917538
290.098752,60,50.025126
245.296457,59,50.131647
415.1723,86,50.267508
237.058141,46,50.331688
243.420313,51,50.422208
303.976756,68,50.546239
261.402806,59,50.653234
315.006471,61,50.769501
258.273225,49,50.862067
276.99193,58,50.971498
263.736475,53,51.058838
112.842645,23,51.090229
260.366315,50,51.167677
164.63657,34,51.229507
366.082428,75,51.359338
303.871029,70,51.48609
344.234322,76,51.608556
228.127664,52,51.679856
217.360788,46,51.748431
262.050171,54,51.82568
299.597882,63,51.931056
145.332174,32,54.39445
419.320912,77,54.51267
294.942578,61,54.610179
216.174462,54,54.70537
265.968979,53,54.799101
370.849159,75,54.929508
245.30744,55,55.016997
311.161349,67,55.125577
256.698803,60,55.223942
237.920602,55,55.309757
180.151617,40,55.386284
290.71741,64,55.485129
242.073894,54,55.571398
346.640626,69,55.684932
323.883526,64,55.780522
568.727108,123,55.96604
222.283556,47,56.066155
272.531653,60,56.199644
291.044462,58,56.284275
433.90955,94,56.423061
329.332767,63,56.519835
337.32952,71,56.642784
410.906559,79,56.793783
217.062134,49,56.874218
470.642128,96,57.030908
264.614608,56,57.118934
258.927376,54,57.208307
376.8792,73,57.342017
547.083737,111,57.507081
251.462508,53,57.579693
330.901633,65,57.66852
297.786976,58,60.462461
330.610645,67,60.564919
186.182977,41,60.626481
433.780041,87,60.778389
202.178497,40,60.851619
295.213491,60,60.933414
334.426204,64,61.028394
291.259315,63,61.129197
260.76587,54,61.216906
168.88687,37,61.274983
274.292468,53,61.365612
194.925938,42,61.442128
261.206235,55,61.534472
189.602578,37,61.586983
254.071483,50,61.657039
333.992189,76,61.767032
265.292564,58,61.8535
255.598101,56,61.930464
282.42679,55,62.032789
210.133815,44,62.111181
329.176383,66,62.205538
198.806662,40,62.26239
321.493006,69,62.37519
278.962879,56,62.457813
233.761467,47,62.525087
282.05222,59,62.626026
376.62623,74,62.758695
335.348055,67,62.874835
451.32142,95,63.026546
311.438151,60,63.12328
202.099897,40,63.185028
390.084025,76,63.326273
444.656953,85,63.478822
320.537735,65,63.59151
203.024202,43,63.662901
397.120738,80,66.499494
424.759589,96,66.635939
285.384056,68,66.729972
288.013992,59,66.814644
233.062154,49,66.882509
240.272472,51,66.953714
311.634713,62,67.040037
267.420866,52,67.113137
369.276733,80,67.225468
282.32769,59,67.307512
372.687379,67,67.401544
243.879446,51,67.470823
340.67473,72,67.569577
351.524672,69,67.666722
332.334828,74,67.768213
303.766944,62,67.852498
330.663179,72,67.950738
251.665341,55,68.02741
252.927276,52,68.101652
560.040147,115,68.261319
342.202671,65,68.354934
291.764072,61,68.440859
299.14123,64,68.531772
295.517229,63,68.62208
300.411986,57,68.701722
305.729935,58,68.78408
215.556746,48,68.865656
363.764803,80,68.98831
200.638892,43,69.055574
241.278027,48,69.132324
224.656819,47,69.197472
255.156082,51,69.271232
288.386685,60,69.355808
280.641203,61,72.757592
321.236153,65,72.902966
284.09899,59,72.997876
278.278954,60,73.084617
357.558896,76,73.194679
411.843506,87,73.318376
396.630844,85,73.455468
283.891803,55,73.535789
249.636467,50,73.606314
426.663542,91,73.7296
221.767378,50,73.800744
367.104714,70,73.907843
310.096738,61,74.004171
211.475242,45,74.073214
332.084209,69,74.176247
327.522919,68,74.272796
480.5355,95,74.425291
274.100462,59,74.522186
427.490306,81,74.669019
311.211252,67,74.794456
195.266748,42,74.869608
387.195179,76,75.013605
207.91625,42,75.088496
506.205683,94,75.257494
314.74709,75,75.385854
297.505041,58,75.490829
492.079675,101,75.661113
200.122368,47,75.738418
400.901731,83,75.896693
249.513317,50,75.984742
320.26865,68,78.703434
330.396871,68,78.803213
365.774412,70,78.930073
463.022547,93,79.08424
420.757721,93,79.237411
241.614542,54,79.3212
265.402393,55,79.42156
256.740759,49,79.507337
345.494128,68,79.620365
360.577021,77,79.735149
431.974403,82,79.877464
290.254978,67,79.991947
281.092722,56,80.074307
341.913209,69,80.173822
488.993091,97,80.377791
318.849102,63,80.501792
331.434493,63,80.589332
270.284831,53,80.662518
407.935281,77,80.790904
290.781049,57,80.871211
264.013789,52,80.943293
288.287659,58,81.032228
343.012626,74,81.191439
354.084736,71,81.338202
302.002608,67,81.431242
277.486262,57,81.510289
253.571132,49,81.599876
362.476547,76,81.750323
276.766712,55,81.830995
358.788667,78,81.943811
512.065077,114,84.720205
229.632585,48,84.803666
470.853976,92,84.93083
390.506581,76,85.035836
394.851942,77,85.144343
289.696927,55,85.219763
348.318792,71,85.318814
223.708709,46,85.381199
439.206081,86,85.504267
380.49268,75,85.611112
331.138486,65,85.701185
369.504427,80,85.809496
398.431055,83,85.924161
402.62862,77,86.030772
331.04263,73,86.132785
494.274621,102,86.272037
341.407694,73,86.372218
391.768576,78,86.479599
309.30677,62,86.563731
347.489034,66,86.655842
351.752824,69,86.749018
286.083278,64,86.837803
341.348764,66,86.928741
270.997086,54,87.002551
344.859745,65,87.09146
310.331658,65,87.18239
255.272245,57,87.263242
432.790474,83,87.376962
409.154068,87,87.496152
446.944942,102,90.827823
299.836346,61,90.912057
296.960425,60,90.995615
437.930881,84,91.110868
427.384354,93,91.240824
409.32143,80,91.35356
266.422847,55,91.42861
381.140822,82,91.543642
268.463157,58,91.625309
290.035762,63,91.729232
402.88155,77,91.877425
452.92452,87,92.029152
459.99206,96,92.237563
410.589148,88,92.425072
390.079703,88,92.57708
362.549162,75,92.707837
388.132404,80,92.842588
302.960337,62,92.951263
252.945682,49,93.041237
334.653412,65,93.137076
357.487191,75,93.258025
264.002548,52,93.350907
308.09028,61,93.449114
481.530669,98,93.607225
305.750586,61,93.708262
393.048331,75,93.83487
377.141056,73,93.961437
349.489593,74,96.736358
424.929154,91,96.890944
374.430379,73,97.028102
441.03023,87,97.183863
359.562973,70,97.302215
235.384203,46,97.386365
310.244993,61,97.494973
332.075601,69,97.601446
306.984236,64,97.70109
482.197605,94,97.858495
325.056425,64,97.98366
474.001227,94,98.147771
514.427799,108,98.306862
425.843635,84,98.431026
288.699937,58,98.526518
381.713912,74,98.632667
377.699592,83,98.784473
320.22421,62,98.902819
343.413444,65,99.015218
367.449382,75,99.121888
269.019948,56,99.215889
202.365309,43,99.2876
324.445868,72,99.410555
554.413839,114,99.583225
285.428619,59,99.673285
349.908164,70,99.789919
297.184477,59,99.916735
324.431608,70,100.027723
346.086744,68,102.647288
420.169019,85,102.786616
376.474525,74,102.896324
334.174532,65,102.990365
357.163765,67,103.113897
464.810075,91,103.278298
352.782003,78,103.407409
451.919118,93,103.55285
293.398198,61,103.647393
498.992235,106,103.80967
356.44339,74,103.934761
416.901208,85,104.080177
370.953842,72,104.186132
333.781004,68,104.287156
235.843735,46,104.354264
389.866076,75,104.471365
367.051666,70,104.578026
432.205762,84,104.711179
421.411165,86,104.843325
348.019825,68,104.947164
364.612904,69,105.053385
286.069606,60,105.14347
608.69036,121,105.329309
367.832835,74,105.475976
506.125449,106,105.652017
320.903042,73,105.756866
376.866816,79,105.884046
461.575522,93,108.561528
314.59229,63,108.654838
348.370859,69,108.75714
209.820969,43,108.826352
545.443973,114,109.034159
558.531978,112,109.195675
428.420735,83,109.312002
430.837827,83,109.42376
410.641852,80,109.531171
362.347205,78,109.63588
403.949476,77,109.741646
381.941398,81,109.851865
365.205126,71,109.950011
374.51579,74,110.053755
790.491431,168,110.281885
290.371785,64,110.368906
351.594805,69,110.463858
407.368223,79,110.572416
380.639183,74,110.672649
435.861491,89,110.796812
377.60654,85,110.910631
273.393982,58,111.025902
375.332279,75,111.151982
348.839616,72,111.267714
378.613497,88,111.413072
474.710404,107,114.692065
399.160247,93,114.85673
413.834565,76,115.021433
281.057858,55,115.13703
490.348675,107,115.308571
353.650699,69,115.430252
399.463962,87,115.572681
405.472482,94,115.75554
234.123171,47,115.843144
427.484581,91,115.997034
319.370738,70,116.131769
365.715479,77,116.262522
400.896414,80,116.417646
539.976812,102,116.595818
609.855329,129,116.85797
501.278505,106,117.016778
269.08726,56,117.130089
512.834046,96,117.328996
327.093206,68,117.449976
372.984744,72,117.579679
344.709432,66,117.675892
363.029661,80,117.79962
304.454591,70,117.903865
370.493658,83,118.027049
455.122763,94,120.543696
442.831711,88,120.678784
381.238598,83,120.857841
671.905922,150,121.102242
416.011856,80,121.230713
207.850967,42,121.29788
305.805147,59,121.387332
330.674311,64,121.490982
703.740637,142,121.715079
449.050135,86,121.848542
350.642353,78,121.971795
581.270548,115,122.138991
554.699289,122,122.339979
465.996459,103,122.48362
413.354467,79,122.591428
432.528304,86,122.718612
355.836319,77,122.843494
439.863389,93,122.976878
434.477123,83,123.111398
443.830084,85,123.25246
474.809585,93,123.395273
349.964988,70,123.501334
364.745066,70,123.608927
443.264785,82,123.733331
554.850203,106,126.662679
490.621192,94,126.831066
409.611498,80,126.974507
367.922572,70,127.104832
431.189459,97,127.288544
404.313136,86,127.444298
289.587556,56,127.544733
717.493466,143,127.778614
280.642863,55,127.860478
435.304608,85,127.983429
294.68868,56,128.063512
263.200335,51,128.13503
283.239767,65,128.228934
504.849118,101,128.376118
234.447957,46,128.441
355.765074,81,128.560191
395.368029,76,128.68104
417.223903,99,128.842224
509.877678,99,128.988232
312.868619,61,129.089383
331.004652,64,129.193457
373.292214,74,129.312951
315.560942,58,129.405072
280.122292,55,129.487671
348.499003,68,129.596475
403.236345,81,129.741619
309.81875,63,132.437891
290.717469,56,132.52795
402.533766,89,132.688575
320.124535,63,132.800319
437.778634,83,132.928991
318.058021,62,133.018354
482.332187,104,133.199158
435.46035,83,133.319917
337.985447,65,133.419781
386.814008,79,133.546006
252.346233,52,133.626851
352.935242,71,133.729299
528.534261,100,133.872744
492.02957,93,134.030037
358.070945,76,134.146508
331.909215,65,134.249995
507.503874,102,134.420112
381.114727,77,134.550828
468.813889,95,134.707362
426.499732,85,134.84147
555.598125,120,135.037887
396.282975,78,135.204812
467.221871,93,135.353501
331.431613,79,135.47659
357.250921,69,135.584603
370.414605,78,135.70465
330.297649,73,138.440909
341.765262,63,138.549397
380.224208,84,138.714353
441.047934,89,138.874352
495.446596,97,139.022898
764.66022,155,139.271228
407.945028,90,139.426329
347.945641,65,139.544309
461.967031,95,139.716439
361.953915,69,139.838743
412.155619,83,139.963532
383.052485,73,140.085135
432.660594,87,140.261655
462.215124,96,140.42421
316.228,70,140.530339
392.987284,79,140.653684
383.602381,75,140.766592
378.801141,72,140.877787
370.916203,71,140.994943
361.73553,72,141.111632
278.218753,52,141.195548
413.673715,80,141.330911
387.258989,76,141.446884
327.646792,66,141.545161
331.229556,64,141.646342
353.590459,76,144.433483
419.298907,83,144.569397
346.881455,69,144.678031
328.09874,71,144.789488
264.777318,58,144.878231
518.010336,113,145.057214
381.027527,74,145.161292
377.487249,76,145.266403
367.737786,71,145.367974
353.942088,68,145.485077
379.522756,74,145.62393
332.004071,64,145.752296
398.583883,89,145.89415
400.105864,79,146.02766
383.001855,74,146.165223
501.871529,94,146.357263
393.98471,76,146.502763
532.88814,117,146.706972
547.835846,110,146.879354
247.210017,55,146.971103
337.800465,64,147.063899
659.468259,127,147.291783
344.876544,66,147.386709
315.098096,59,147.477072
527.499603,100,147.626261
494.425175,97,147.782518
318.855785,59,150.485112
276.593301,55,150.572454
440.541546,86,150.750148
492.857716,101,150.930849
326.292032,75,151.05286
351.964459,69,151.155815
384.740347,79,151.273602
348.465588,74,151.390501
399.539043,81,151.547008
469.17379,99,151.717663
415.093796,93,151.885342
329.742318,74,151.997628
475.1699,89,152.129321
434.720892,82,152.266761
663.821116,129,152.509172
321.291851,69,152.631488
406.111293,76,152.759959
403.529167,83,152.906383
368.599226,71,153.01024
394.824112,87,153.134359
678.108761,133,153.362422
409.041094,90,153.502916
404.16951,76,153.618145
341.918361,66,153.714849
385.715934,75,156.516451
384.278122,80,156.657835
329.639178,66,156.761574
463.859861,88,156.901595
247.895403,52,156.980584
614.894642,121,157.171742
560.226322,110,157.331473
410.925197,81,157.44947
425.547003,98,157.600789
492.94645,101,157.755122
443.801149,97,157.944901
413.115949,76,158.089485
479.615015,102,158.281144
350.160729,66,158.375718
350.131558,79,158.51257
295.624161,69,158.630283
375.78116,80,158.785204
314.081527,64,158.909981
317.875921,67,159.043589
531.856581,114,159.271447
423.272909,81,159.416419
696.989984,138,159.66287
443.631962,85,159.788671
343.352011,71,159.899864
511.292349,99,162.477415
491.681517,96,162.642456
489.82577,98,162.807317
550.668217,103,162.976331
854.211047,164,163.261557
757.202538,150,163.498353
289.405175,56,163.585162
797.96312,170,163.873624
300.483641,57,163.970598
556.360881,106,164.121472
296.555213,58,164.204107
555.928744,101,164.368155
385.048308,81,164.481092
377.367073,70,164.578007
417.693742,85,164.691822
335.135352,74,164.794215
370.395792,83,164.909262
673.171333,133,165.122605
367.115208,69,165.238833
398.861535,77,165.374781
360.212215,69,165.494779
378.850475,73,165.621433
339.408063,74,168.204924
373.184749,74,168.343094
413.564625,78,168.489256
590.362519,115,168.676343
510.547182,102,168.879958
471.760862,98,169.035717
475.158862,96,169.19682
339.657587,71,169.326693
568.620545,113,169.524762
415.464173,84,169.679298
364.125911,72,169.836113
278.1814,64,169.939172
387.730563,78,170.080372
385.086402,71,170.192831
721.82789,156,170.449477
379.16923,76,170.57186
409.160467,77,170.695312
359.59624,70,170.807996
373.340571,82,170.939372
734.584,156,171.24074
350.684638,70,171.353761
288.438747,55,171.473299
567.86817,107,171.66914
333.632653,73,174.387012
478.904311,111,174.594155
318.505314,60,174.692297
595.582895,114,174.905546
442.106288,86,175.037291
478.364085,94,175.219749
330.682119,68,175.356348
317.089039,62,175.456827
408.911661,86,175.590006
439.922578,83,175.738847
495.097077,94,175.887909
519.911082,104,176.057521
315.057019,62,176.16368
330.899884,69,176.289816
416.715089,80,176.430692
387.818704,75,176.562958
576.60982,126,176.788784
311.902351,62,176.896673
388.023563,77,177.031384
391.851426,76,177.16111
479.703743,107,177.331835
403.393023,78,177.470491
385.828811,79,177.591642
296.055894,57,177.677051
511.573334,98,177.83579
448.996157,89,180.331112
497.115923,95,180.478231
380.355333,73,180.588103
497.778993,93,180.729178
705.085155,142,181.008196
404.951589,79,181.177085
453.679267,87,181.309675
324.06089,61,181.403833
348.219805,78,181.526191
374.570509,76,181.642228
449.704121,97,181.792158
366.397425,84,181.946348
419.737134,88,182.120569
355.813584,73,182.254692
397.793909,76,182.398629
489.215717,94,182.562786
597.790189,118,182.776816
422.595634,80,182.916121
600.856194,112,183.09156
358.02376,71,183.204677
362.221499,84,183.349618
476.855893,90,183.504919
471.553694,98,183.662193
414.885996,81,186.346096
583.969497,115,186.510482
304.560277,66,186.601891
311.954826,64,186.688304
499.530948,97,186.821405
310.695456,68,186.91516
350.628913,68,187.010397
362.74475,82,187.125775
469.873562,91,187.252547
721.402056,151,187.466243
328.546317,67,187.559187
344.480276,67,187.651989
393.634161,82,187.76996
528.888504,102,187.928626
480.65705,108,188.115046
