#{"env_id": "Humanoid-v2", "t_start": 1530713429.3185368}
r,l,t
185.884067,36,22.518076
172.766304,37,22.573043
112.698332,24,22.608299
131.582697,29,22.650724
94.761927,20,22.679047
216.303622,47,25.016155
135.271927,29,25.069556
118.442279,26,25.117382
178.538452,40,25.18716
184.98927,37,25.244704
124.98863,26,25.285392
132.939483,29,25.332666
169.185571,35,25.38993
125.930142,28,25.430685
160.054225,36,25.500339
133.753065,28,25.554799
220.94998,44,25.638405
131.069469,31,25.702845
132.750324,28,25.746558
86.138871,18,25.770487
104.88807,22,25.799962
134.625777,29,25.842875
96.040022,20,25.871545
266.204244,63,25.97839
130.88713,29,26.015972
100.784466,21,26.044728
281.598839,55,26.120513
177.10834,39,26.175981
137.415075,28,26.232634
244.008309,50,26.33851
280.542906,56,26.451829
177.46979,38,26.530609
145.305705,32,26.576625
193.350648,44,26.653037
224.458891,50,26.735462
154.698883,33,26.781363
87.271359,19,26.809752
190.984513,42,26.872437
111.851294,24,26.907195
102.129392,21,26.937732
227.098119,46,27.014776
159.71571,34,27.06389
206.672204,43,27.129627
85.49369,18,27.155663
253.054446,55,27.242569
173.645114,35,27.306165
157.228062,38,27.364097
180.63374,37,27.415837
186.278846,39,27.467742
170.883823,37,27.51702
173.710633,36,27.565519
150.000811,34,27.620104
138.189041,28,27.666349
182.232826,45,27.733629
140.761541,33,27.782368
116.78529,26,27.820406
133.383284,28,27.860103
110.729135,25,27.899952
85.969044,18,27.935895
93.952358,19,27.973188
148.650037,32,28.031357
215.191176,42,28.111716
161.528644,36,28.171471
134.186673,28,28.21083
91.331986,19,28.236993
188.720946,39,28.299654
251.006099,56,31.015052
158.180866,34,31.060562
263.510809,52,31.130485
128.655728,29,31.168268
152.659963,34,31.213886
221.982903,48,31.278926
115.787107,26,31.313053
146.911501,31,31.35353
308.50408,64,31.442963
140.745986,29,31.48161
148.44897,33,31.523921
165.388858,40,31.579177
129.088558,28,31.615321
95.631524,20,31.640767
183.143462,37,31.691477
191.069932,38,31.742341
223.165918,49,31.807818
184.91675,41,31.862733
213.336107,45,31.93383
327.891187,68,32.051314
207.095417,43,32.108595
248.652806,51,32.180408
99.585523,21,32.209482
246.410427,48,32.277128
112.350594,25,32.311541
301.548957,59,32.399097
233.692342,50,32.504229
159.84867,34,32.567538
320.212755,67,32.677882
252.28812,54,32.774054
171.405172,34,32.838596
254.848855,51,32.913187
261.509611,53,32.986236
154.678756,36,33.039511
315.523058,59,33.13041
263.711844,51,33.214516
228.115009,51,33.289259
117.719558,24,33.328027
210.509138,45,33.397826
99.826539,24,33.433151
189.373614,40,33.491462
196.70485,44,33.557944
185.760462,43,33.623362
157.79051,38,33.679931
189.803854,40,33.737904
144.456923,32,33.784316
162.580162,36,33.838669
132.682302,27,33.879685
176.775492,41,33.940618
280.648718,58,36.753321
181.637211,38,36.808932
218.236261,44,36.873186
167.255751,35,36.919589
100.911325,21,36.948564
194.029435,40,37.004654
301.45112,65,37.094837
297.071959,62,37.181667
128.79317,26,37.215598
123.654586,29,37.255198
165.75659,35,37.301627
251.630378,50,37.371246
244.704411,52,37.443274
134.409414,27,37.479963
278.473621,61,37.564069
228.209161,50,37.644176
206.305331,43,37.702016
116.696416,25,37.734562
132.190489,27,37.769435
211.158197,45,37.829993
153.687744,33,37.873856
269.890756,61,37.956624
123.962524,25,37.995757
229.472779,51,38.074387
143.933863,31,38.116002
250.088604,54,38.212366
211.167974,45,38.29242
105.955492,22,38.338706
101.560951,21,38.382396
224.15422,46,38.456574
216.348355,44,38.528509
209.207296,41,38.589526
214.433644,48,38.660192
104.169671,22,38.691329
191.871306,38,38.756865
141.219299,29,38.806419
216.873165,47,38.874399
292.157518,59,38.964941
353.922381,67,39.083661
207.422655,44,39.152596
215.043319,45,39.238838
313.75564,75,39.356934
245.022534,56,39.43488
261.423257,52,39.512473
246.414876,48,39.609094
181.828435,41,39.679003
157.115473,33,39.749733
264.405519,55,39.841399
167.898579,34,42.654038
155.714161,34,42.718104
103.956466,22,42.751672
139.176619,30,42.797219
193.449295,40,42.87347
231.348302,53,42.951446
160.984812,35,43.000406
205.387702,43,43.062556
317.511836,61,43.182648
200.315699,40,43.249831
218.961045,47,43.318386
265.687846,53,43.396058
278.693639,56,43.481917
178.434124,38,43.538197
244.319952,48,43.604366
313.579463,71,43.703516
303.355969,62,43.791621
177.994867,39,43.850601
183.431679,39,43.907242
174.158908,38,43.965946
202.052846,43,44.031244
156.47473,32,44.076629
167.692381,40,44.14656
353.082577,70,44.272675
254.698902,57,44.37254
238.801544,50,44.466568
379.216754,77,44.613487
196.244899,42,44.670506
320.409713,68,44.7702
367.482983,75,44.884089
190.390402,42,44.948524
215.42349,47,45.027339
187.384336,42,45.099824
255.839304,53,45.193175
245.148466,51,45.297516
230.274451,47,45.394132
344.034199,70,45.516347
325.142683,69,45.624257
222.241473,46,45.695853
274.358337,54,45.781777
193.410397,40,45.844831
264.235155,55,45.930611
171.950402,35,48.461428
282.574311,60,48.55332
257.807034,58,48.647639
176.283243,37,48.710819
289.674848,59,48.830297
244.998693,48,48.932988
287.031754,55,49.050914
267.742275,57,49.150234
284.339376,60,49.246347
233.269915,53,49.331408
273.845613,57,49.450036
291.749943,58,49.57727
242.352727,53,49.674396
311.711088,69,49.784846
258.901772,59,49.879942
221.806664,55,49.96889
347.507443,68,50.076718
191.476299,40,50.137868
337.832019,76,50.257892
193.434752,42,50.339494
274.975363,54,50.459241
245.118948,49,50.530417
320.610448,63,50.620966
292.616679,64,50.712842
339.63098,68,50.81366
326.306842,74,50.930329
368.619146,81,51.060319
296.464666,59,51.16284
372.5294,78,51.291354
226.203045,48,51.373523
275.697793,53,51.45034
279.064279,61,51.562357
218.051903,49,51.653362
129.194426,29,51.709154
269.634237,66,51.816815
204.033921,44,51.880404
307.652756,62,54.482217
188.303086,39,54.539695
360.032209,76,54.658985
278.524259,56,54.75818
380.819235,81,54.900329
355.491244,69,55.017555
276.284327,54,55.114676
427.159837,85,55.269139
328.148894,64,55.371315
307.948638,59,55.463876
345.017961,76,55.59614
274.877157,60,55.707026
350.693738,68,55.83729
376.460551,72,55.956574
330.319806,68,56.054512
257.596394,50,56.133421
172.164826,38,56.211314
261.407245,53,56.304594
286.62846,58,56.384134
348.904629,78,56.525599
84.413694,18,56.560009
295.428242,58,56.681593
182.777811,39,56.756848
228.57857,47,56.826341
267.118366,62,56.912985
303.594017,67,57.010749
369.700294,71,57.129584
222.150174,47,57.208487
294.765914,58,57.309271
186.77288,41,57.380013
250.199119,51,57.466597
352.421621,69,57.592255
244.328996,48,57.674518
309.492988,62,57.774255
346.498451,71,60.481909
173.644349,39,60.554517
296.176784,58,60.654097
306.609197,64,60.768773
465.160211,93,60.910365
252.619012,51,60.984811
253.31171,50,61.069844
202.483637,43,61.159929
437.567356,86,61.312378
306.387509,59,61.418329
326.124115,69,61.537088
251.270188,50,61.627575
370.442601,77,61.741157
306.320781,60,61.826039
247.16363,59,61.911857
338.131472,76,62.033836
318.524668,65,62.163121
283.119935,59,62.256483
254.373481,63,62.354548
246.364221,48,62.421197
615.649776,132,62.661896
251.698957,53,62.752184
413.993056,89,62.901556
276.054718,54,62.991125
267.851806,54,63.081959
235.326794,52,63.163447
265.066773,55,63.245504
546.992148,112,63.451092
194.931122,40,63.534186
309.905007,62,63.653525
262.808973,54,63.729661
360.960871,76,63.857626
341.997835,65,66.532629
334.186763,61,66.624581
304.10951,63,66.720999
335.965985,74,66.836597
302.909419,60,66.932386
174.177714,41,66.99871
277.291417,55,67.08177
297.608324,62,67.176038
330.710867,71,67.277999
285.12433,60,67.359064
252.483309,52,67.432884
289.549712,67,67.535722
330.504569,63,67.656728
358.841057,69,67.810201
329.851601,69,67.919659
368.556042,74,68.056267
459.724228,99,68.224541
317.373157,63,68.339064
330.682355,69,68.452891
326.932045,63,68.56934
206.947721,44,68.653864
263.09341,55,68.75864
259.454421,53,68.842284
251.218159,56,68.917773
411.156158,81,69.033833
221.07715,45,69.095965
288.14849,56,69.180073
440.051872,88,69.324255
452.629683,90,69.455321
330.889567,64,69.594797
373.792527,74,69.727577
267.844706,53,69.814021
328.462596,69,72.787031
278.325805,59,72.910225
332.686438,68,73.015733
325.149139,64,73.112081
363.75282,73,73.224469
385.001798,74,73.335594
376.270013,77,73.455009
225.157266,48,73.52901
390.421308,73,73.688348
346.400085,66,73.831901
294.502258,61,73.958768
278.646694,57,74.080162
441.823005,97,74.221635
676.522391,140,74.45695
353.607383,79,74.57322
397.670123,74,74.678674
342.414915,65,74.770323
415.487703,80,74.883159
284.665377,55,74.986907
373.460558,77,75.120933
356.562834,69,75.223199
282.10774,62,75.322159
287.966486,59,75.427954
357.383823,65,75.562134
293.749833,57,75.663809
283.119518,55,75.754936
366.245787,76,75.870213
393.075747,84,76.006886
359.183802,69,76.116876
342.445891,68,78.760323
242.885771,49,78.856265
311.91433,60,78.944938
206.000261,44,79.028705
436.765575,83,79.154909
286.556175,57,79.243204
224.127372,47,79.314565
243.668097,52,79.391166
320.450444,69,79.500476
290.436118,61,79.593522
245.272367,49,79.663683
305.729073,64,79.767801
298.937507,57,79.862102
395.177249,77,80.015111
321.786966,62,80.109244
442.219689,90,80.245967
279.517424,56,80.327687
294.86444,62,80.419231
243.152453,48,80.492744
445.99964,92,80.653726
281.919358,54,80.749188
285.072355,57,80.848424
348.852145,70,80.966161
337.553861,65,81.066787
436.647744,89,81.200215
251.169524,54,81.278664
311.033193,60,81.371276
293.214409,58,81.462387
216.45176,50,81.546915
528.002005,96,81.73255
218.956047,47,81.796855
285.02629,56,81.87531
364.497054,74,81.98052
441.320277,88,84.854798
326.507195,70,84.965693
324.920268,65,85.055928
345.297977,70,85.157405
283.815868,61,85.260071
408.354807,81,85.388562
300.726225,61,85.474523
328.218343,64,85.573247
244.881847,50,85.651385
307.086481,67,85.758618
330.630885,65,85.863626
293.336866,63,85.963881
315.096698,63,86.059218
309.878792,63,86.162567
463.859637,89,86.297167
358.55239,76,86.43765
218.193664,47,86.52837
291.267989,63,86.660317
360.013432,72,86.783789
316.4146,62,86.901811
533.519793,107,87.08606
309.066497,61,87.183167
314.297339,66,87.286916
225.729677,48,87.365744
408.586309,88,87.505319
515.591931,99,87.692033
346.751598,65,87.835399
427.822853,98,87.992025
333.285146,63,88.089056
525.420446,109,90.893627
384.263977,85,91.046544
592.350265,114,91.253604
397.326667,77,91.367948
417.940739,80,91.509598
297.626355,58,91.611697
261.335087,52,91.701138
593.171856,119,91.916218
323.261597,63,92.013737
302.887285,65,92.11849
290.877378,56,92.208276
349.121764,66,92.315274
494.001463,101,92.483274
321.252113,65,92.595858
315.237492,69,92.717408
260.417632,50,92.799462
273.627205,53,92.883236
259.18868,52,92.991025
286.025063,54,93.074278
311.680589,60,93.16699
324.288624,61,93.2581
283.380338,65,93.350753
291.190133,55,93.429999
291.578662,58,93.512053
324.113399,62,93.602685
376.989954,73,93.718675
365.653651,81,93.863005
358.060715,69,93.969997
380.689289,72,94.116187
283.348066,57,96.808348
254.954566,56,96.897406
281.680728,58,96.992628
273.784372,53,97.079583
321.270396,65,97.17466
335.490061,69,97.279286
308.992919,61,97.411107
657.613354,131,97.629321
299.112687,61,97.725179
237.983684,51,97.8021
529.636889,113,97.987399
536.999427,105,98.156984
476.291926,95,98.312334
347.692763,76,98.433171
375.075421,73,98.552918
277.141427,54,98.640674
394.959022,77,98.766351
452.897514,97,98.929603
470.349932,100,99.080802
414.405477,82,99.214663
342.118186,65,99.320734
564.759253,126,99.537402
442.192918,96,99.700836
262.895428,56,99.792203
581.087798,128,99.999567
347.925864,70,102.691392
340.366005,67,102.80862
297.577255,59,102.899946
206.558441,43,102.968914
451.939687,88,103.108052
305.602999,57,103.206608
633.654871,125,103.405236
317.802671,61,103.50931
410.08431,87,103.673372
467.29708,94,103.816227
465.65282,92,103.971936
340.948925,66,104.079383
272.742175,51,104.158609
318.229523,63,104.252451
349.06543,66,104.353301
360.716683,70,104.476654
384.008725,73,104.586165
391.978126,86,104.710729
234.694101,48,104.783257
342.356885,67,104.883078
268.124003,56,104.96592
258.605079,52,105.042543
382.82735,74,105.157068
364.008756,68,105.274829
410.73316,79,105.421346
387.912061,77,105.548611
294.011262,57,105.673907
279.62237,55,105.76943
346.063274,69,105.9069
311.843451,62,106.003216
390.767369,80,108.59707
440.366009,86,108.73129
476.583636,97,108.874755
339.39919,65,108.967187
274.362669,54,109.073238
429.394873,93,109.241414
661.072598,149,109.512976
385.109782,71,109.619332
329.0742,66,109.708632
385.30109,82,109.843408
407.106232,87,110.002569
264.60744,54,110.100945
290.999858,60,110.207169
277.31753,57,110.308074
433.512012,81,110.44989
513.594043,100,110.592361
393.322516,79,110.720976
321.225567,68,110.838115
349.027009,69,110.935775
576.412315,111,111.146624
332.066401,64,111.25655
407.84646,80,111.388974
331.559863,68,111.486667
370.25033,76,111.635121
360.251743,67,111.748273
312.514002,62,111.832685
427.88372,81,114.655255
301.321364,59,114.742699
349.317732,78,114.86748
374.514045,80,115.035379
447.474043,89,115.182622
303.481219,58,115.283216
335.302081,73,115.436485
584.083935,122,115.641147
403.622756,81,115.765171
426.422456,85,115.88706
404.598176,78,115.998252
568.027971,106,116.152786
398.179041,76,116.285421
293.26725,64,116.406785
291.962891,63,116.508335
279.596653,60,116.600017
408.899772,84,116.783571
441.250328,95,116.946907
389.866437,76,117.062054
272.13532,59,117.151447
266.578194,51,117.260136
246.202898,52,117.357939
267.265354,55,117.444749
372.529494,71,117.588203
266.572436,52,117.680727
414.552713,78,117.814913
322.505841,63,117.911358
439.636954,95,118.068972
314.020812,61,120.678234
460.85476,87,120.823085
544.720709,115,121.068083
225.206175,44,121.138663
369.038692,67,121.264102
309.494147,68,121.376204
403.246012,78,121.487968
525.458488,117,121.657188
285.208739,55,121.740393
340.410875,66,121.836462
460.405926,98,121.982781
358.506899,71,122.086934
271.019114,62,122.179365
312.16093,63,122.280063
385.492595,80,122.413912
396.872836,83,122.549981
415.989675,97,122.706501
386.917663,72,122.826304
447.40385,89,123.006167
295.595545,68,123.122575
384.692515,75,123.236722
584.692411,118,123.427072
415.748105,82,123.56466
326.919459,62,123.657622
308.459441,68,123.763239
478.759048,90,123.93243
298.290134,59,126.597713
376.344255,75,126.720177
303.255138,62,126.854558
425.114883,93,127.021141
266.249387,52,127.09203
322.797099,75,127.218547
414.555771,80,127.356494
364.383234,70,127.475803
521.994457,97,127.638699
542.553621,104,127.814404
461.866267,90,127.955394
341.571217,66,128.056421
303.439587,69,128.163157
542.238976,109,128.339909
477.886188,92,128.486153
270.986817,57,128.579864
466.334666,90,128.749442
331.136713,68,128.844499
384.516937,76,128.954759
332.315221,67,129.052925
414.791696,85,129.192378
479.368085,94,129.338568
478.248554,96,129.485908
340.209173,74,129.596603
437.012932,94,129.759367
609.938461,118,132.518609
361.135665,76,132.663503
629.751278,123,132.844891
329.843902,65,132.960524
351.175831,70,133.094204
577.744357,116,133.290853
396.22636,82,133.409818
505.810304,107,133.567484
358.592254,84,133.689687
391.847703,76,133.80884
444.450889,89,133.945064
674.740421,135,134.151659
387.511581,87,134.294573
558.704956,107,134.515935
348.657401,77,134.640399
324.994118,72,134.757382
403.808497,82,134.887254
329.139216,64,134.977345
478.184196,93,135.112616
448.259036,92,135.283603
410.281341,82,135.436138
385.11253,77,135.545491
426.817397,80,135.656985
296.41442,58,135.749266
406.155004,94,138.494136
271.37159,62,138.578956
266.188949,61,138.669559
398.458591,77,138.814897
305.935486,69,138.934817
440.110878,104,139.125025
352.145411,77,139.238454
374.103254,86,139.364825
505.950411,107,139.554733
378.866994,73,139.683449
845.856278,176,139.955574
268.813492,53,140.039867
438.327835,89,140.189211
309.517104,61,140.320365
458.652739,99,140.512602
258.303299,58,140.593743
364.940682,83,140.728364
394.654714,85,140.871607
432.642623,94,141.064864
418.543858,79,141.192595
330.623987,61,141.290992
448.500225,88,141.419951
599.195297,123,141.605745
500.793898,100,141.757772
457.78893,92,144.608307
354.531392,68,144.713823
463.485015,103,144.87852
456.991855,88,145.018488
415.230057,76,145.134852
483.696406,95,145.281367
405.201269,77,145.409954
318.842355,69,145.522463
546.996058,104,145.6921
269.671598,52,145.773415
466.680547,93,145.949924
355.61619,68,146.081627
321.995434,72,146.215784
315.847732,62,146.303287
256.46923,56,146.38923
309.988904,58,146.496229
365.781812,70,146.609248
415.431205,93,146.771737
233.390083,51,146.85538
326.601547,63,146.95531
424.516292,90,147.090762
323.431476,72,147.212442
414.861434,81,147.375922
310.165562,72,147.520788
352.410466,68,147.626584
406.554411,79,147.73957
258.92128,56,147.829116
329.377984,63,150.512399
314.648514,70,150.63434
398.401037,80,150.793281
278.937852,60,150.919571
395.394525,74,151.03507
396.602057,76,151.156872
320.028321,70,151.266013
473.127141,89,151.395771
571.871955,131,151.61127
496.834428,96,151.778069
407.972562,83,151.93179
387.818702,89,152.062497
625.391553,127,152.265913
413.16422,88,152.41047
373.783619,85,152.537319
407.907285,78,152.6895
249.554115,50,152.75731
365.174099,71,152.87982
577.676464,127,153.088155
623.826705,118,153.283154
410.106762,79,153.397466
365.052248,73,153.505683
433.246348,88,153.665128
279.747537,55,153.785619
433.176802,89,156.60159
441.454883,92,156.765693
760.119377,157,157.00171
456.072056,92,157.147465
556.016294,117,157.346389
256.377306,57,157.45528
350.373242,73,157.59153
454.581515,87,157.753743
312.419749,63,157.851138
231.926849,53,157.930303
406.405894,85,158.058464
534.675441,104,158.216878
329.184007,73,158.32146
345.032636,79,158.433041
366.792981,79,158.562765
413.765488,80,158.69753
594.576669,117,158.875391
330.215088,76,158.987162
320.336787,61,159.075994
466.77072,87,159.206375
274.626955,56,159.289685
345.349821,78,159.403865
497.702119,105,159.563031
391.384725,77,159.681916
411.442815,91,162.492526
377.864309,77,162.615373
467.406905,96,162.757123
464.157075,104,162.962874
325.117969,70,163.098693
511.720466,111,163.287602
347.981438,71,163.401311
386.129953,82,163.536083
387.752247,75,163.668283
474.855064,89,163.8274
369.845919,75,163.959836
420.005763,81,164.078086
506.543255,97,164.215431
385.548531,77,164.3248
467.117162,87,164.445172
381.107551,73,164.547333
271.663674,57,164.628233
276.449777,59,164.711553
389.357458,76,164.818999
591.476432,115,164.981048
277.695946,62,165.067602
424.550821,82,165.183251
394.474294,79,165.294941
411.87346,78,165.404956
373.617037,71,165.504426
374.458861,88,168.175099
383.502353,75,168.279284
665.0877,140,168.476933
491.477675,94,168.609211
333.179304,64,168.696956
650.07716,123,168.872368
436.54867,93,169.004635
347.030101,76,169.110991
369.339304,69,169.206273
475.178999,94,169.341551
433.226576,89,169.46646
369.74261,84,169.583597
522.291846,100,169.724821
413.451692,94,169.856858
626.744411,120,170.02604
417.577259,86,170.147529
355.064927,69,170.241777
585.983528,118,170.40854
340.818573,67,170.504542
604.362885,125,170.684432
430.328548,83,170.803357
547.069336,105,170.949494
251.874485,53,171.023197
356.021318,67,174.434273
428.23959,82,174.570884
325.667319,66,174.700436
339.973486,69,174.820364
365.71199,83,174.947806
405.654859,77,175.106637
299.776858,58,175.197679
299.383005,59,175.292454
421.504674,96,175.485564
313.385145,68,175.588238
585.290948,114,175.794235
548.525245,112,175.995836
276.778041,61,176.092293
415.216568,88,176.256425
350.220092,67,176.378711
585.200356,120,176.625847
314.429305,68,176.758771
429.628418,84,176.918893
354.806235,73,177.059811
542.298156,116,177.249973
367.471032,73,177.357805
313.063739,76,177.481967
417.699013,81,177.646564
342.45211,68,177.791633
326.504032,62,177.890433
391.182091,84,180.217528
394.274142,78,180.337573
558.321218,114,180.522448
520.105207,106,180.690093
550.761052,110,180.858773
472.125073,91,181.002564
920.009756,189,181.301053
574.187215,117,181.493503
398.425601,82,181.619779
416.25685,91,181.760975
447.964392,95,181.906995
674.185293,142,182.122169
419.656602,82,182.278086
453.066183,108,182.465787
518.578365,97,182.619625
460.706297,95,182.756867
524.244785,106,182.932731
304.13042,59,183.031273
306.339845,60,183.142802
512.966931,98,183.302131
666.815225,136,186.330085
408.299078,80,186.463393
526.43,113,186.649388
523.970874,100,186.833732
508.264786,111,187.061582
303.184418,66,187.177338
417.645242,82,187.329376
436.667849,84,187.458672
706.58737,138,187.701728
427.297444,83,187.857853
499.426157,115,188.073104
617.574196,128,188.314604
447.851816,89,188.468189
