#{"t_start": 1530713429.354747, "env_id": "Humanoid-v2"}
r,l,t
90.924878,19,4.496356
94.706268,20,4.528886
86.327129,18,4.560396
124.548691,27,7.470869
166.274563,35,7.544332
81.176184,17,7.576854
75.407261,16,7.608558
93.666892,20,7.647612
161.644075,35,7.706262
91.090783,19,7.736482
103.616072,22,7.771342
119.72915,25,7.814272
116.64921,25,7.85607
122.321418,25,7.899427
82.527768,17,7.928147
86.289846,18,7.956328
81.271451,17,7.986374
71.780287,16,8.011813
187.998382,41,8.088025
75.552848,16,8.115216
85.452344,18,8.140469
92.846076,20,8.168572
131.287849,28,8.209569
81.278115,17,8.237067
123.724707,26,8.279669
113.287032,25,8.320323
85.632104,18,8.34576
145.600741,33,8.397408
85.122205,18,8.420307
227.395466,47,8.483207
92.756971,19,8.508608
80.459122,17,8.53324
110.114487,23,8.571789
98.084048,21,8.608599
124.824467,27,8.662014
129.561021,29,8.723681
118.745761,24,8.760561
90.528497,19,8.791307
85.903608,18,8.820474
125.224511,29,8.868581
128.606194,26,8.913692
150.916061,31,8.960832
102.920552,23,8.99115
76.534118,16,9.013635
81.577755,17,9.037946
119.647004,25,9.073561
81.032438,17,9.097933
91.142686,19,9.12553
86.218972,18,9.151904
86.518297,18,9.17884
99.362698,22,9.21831
141.270331,30,9.281017
138.101841,31,9.343337
118.005566,24,9.392319
158.81293,34,9.463835
108.445983,24,9.511761
86.268724,18,9.53426
92.374842,19,9.560115
81.452256,17,9.583594
80.976861,17,9.6071
82.511556,18,9.632468
96.163954,20,9.672941
100.448307,21,9.706139
130.104148,27,9.749179
90.394565,19,9.777445
74.268757,16,9.80141
161.35246,34,9.847913
80.934952,17,9.870854
103.572084,23,9.906182
124.764796,26,9.945168
117.957702,25,9.985267
97.959554,20,10.024677
150.575349,30,10.076831
116.057779,27,10.118447
75.374777,16,10.145412
173.299141,37,10.212005
76.441616,16,10.235867
84.999726,18,10.262687
75.48152,16,10.28583
126.612913,27,10.322142
127.706597,27,10.363112
101.734314,22,10.392893
79.685246,17,10.416061
80.760365,17,10.448992
112.257149,25,10.489104
82.673198,18,10.51582
81.212883,17,10.539088
105.126138,22,10.575939
128.748785,27,10.623058
85.432268,18,10.654608
107.420938,23,10.695979
158.218677,33,10.749295
143.315769,30,10.801302
142.000779,29,13.295181
157.225801,34,13.34951
107.364915,22,13.381963
91.444692,19,13.410514
99.504389,22,13.447497
108.725216,23,13.484114
140.562558,30,13.53062
86.423587,18,13.565749
90.605627,19,13.603648
136.989664,28,13.661773
123.252546,25,13.702586
108.165379,22,13.731752
87.638568,19,13.762218
80.696101,17,13.788804
206.100254,41,13.859505
81.109173,17,13.886802
84.597062,18,13.917147
105.114385,22,13.955699
126.185713,26,14.000767
179.432832,38,14.079897
85.471027,18,14.115983
125.992573,29,14.164222
101.318099,21,14.198025
99.499204,21,14.231873
127.121438,27,14.281574
104.243386,24,14.326388
143.884736,32,14.38224
159.25701,32,14.437938
90.449693,19,14.470122
111.432684,23,14.510245
143.247133,30,14.563652
87.057946,18,14.590761
135.122249,28,14.634256
133.007206,30,14.683961
129.05019,28,14.73902
97.161108,20,14.773507
119.391209,24,14.818237
137.984128,29,14.871221
211.613526,43,14.959574
73.175343,16,14.991191
100.804666,22,15.034127
75.768377,16,15.058093
162.978874,36,15.113088
176.145293,33,15.172132
107.606104,24,15.212658
88.01576,19,15.241141
90.200715,19,15.274465
110.147883,26,15.323225
81.243304,17,15.356339
168.595405,35,15.430562
158.197533,34,15.489536
74.996883,16,15.513746
173.518275,36,15.570254
136.521176,29,15.612709
97.138508,21,15.642474
92.586024,19,15.670237
139.053775,31,15.718106
107.830722,22,15.756363
75.756633,16,15.783064
125.360837,25,15.830048
89.972743,19,15.864914
90.81692,20,15.904563
133.380365,27,15.959072
80.937229,17,15.981549
156.380884,33,16.028486
85.51828,18,16.059197
163.713859,34,16.104391
156.309095,32,16.170488
155.867811,32,16.236345
92.57125,19,16.273922
98.508109,21,16.316972
143.729676,31,16.381769
98.074248,20,16.422002
171.737658,38,16.497674
149.121345,31,16.555151
104.656435,22,16.593023
193.303391,40,16.666694
146.851264,32,16.725656
116.972441,27,16.78011
86.200057,18,16.816527
131.432995,27,16.866499
105.079746,26,19.183404
114.297122,24,19.222578
145.441847,33,19.283065
162.613393,34,19.336333
84.71802,18,19.362748
136.77801,29,19.407997
190.449455,43,19.478235
96.090847,21,19.511624
131.257609,30,19.560262
140.798345,30,19.613008
110.000484,23,19.64818
81.458473,17,19.669382
147.24823,32,19.711907
177.417628,36,19.763141
108.797426,23,19.800828
138.122824,29,19.850549
192.63004,40,19.918175
91.495441,19,19.948453
87.486198,18,19.977815
337.02193,72,20.112883
126.316434,30,20.153876
143.147123,33,20.199636
115.876978,26,20.234487
118.239198,28,20.272605
143.316024,30,20.328865
133.617632,28,20.386625
110.92778,23,20.434146
197.330983,40,20.518893
80.392912,17,20.553596
90.87381,19,20.592142
266.283809,52,20.702162
109.563894,22,20.748507
177.502497,35,20.810661
217.638002,44,20.874865
90.130656,19,20.907986
75.298003,16,20.935311
111.304347,23,20.977802
112.114258,23,21.02033
125.166652,25,21.063648
81.057567,17,21.092496
155.299829,33,21.147373
85.356141,18,21.171863
132.627263,27,21.210926
78.715272,17,21.239025
110.903239,23,21.270487
101.369981,23,21.308421
149.461243,30,21.35591
76.421178,16,21.379176
81.503772,17,21.404842
129.875416,27,21.446123
122.056465,28,21.492271
112.964069,23,21.531596
81.30707,17,21.559864
193.707918,39,21.628613
195.946335,40,21.699054
154.649322,34,21.75711
80.499343,17,21.785496
160.327236,34,21.845267
159.931079,33,21.895794
92.517148,19,21.92689
134.310917,30,21.975638
94.416342,20,22.009875
76.01054,16,22.04262
169.501123,39,22.116798
197.745131,42,22.1922
117.136414,26,22.255926
77.183744,17,22.294016
101.611097,22,22.347813
95.239619,21,22.385323
168.489964,35,22.441611
80.813919,17,22.465577
117.107515,24,22.507128
121.307523,25,22.552803
158.746155,32,22.599874
181.808211,38,24.983846
92.808839,22,25.03065
126.706035,27,25.088537
186.797033,38,25.171461
112.010948,22,25.215621
178.862222,36,25.285656
82.268955,18,25.318729
242.71589,55,25.427801
91.355664,19,25.462948
144.778357,29,25.516781
81.386225,17,25.540697
138.501279,32,25.600922
126.031722,25,25.65059
145.201561,30,25.702977
130.322189,27,25.744768
96.134347,22,25.777911
147.980788,34,25.851075
176.380626,37,25.929596
154.536287,33,26.002258
249.415431,49,26.111542
247.526811,53,26.227093
120.264697,26,26.273426
156.218429,33,26.32462
205.094353,42,26.41537
99.292385,21,26.457599
173.51179,39,26.539523
92.619506,19,26.570753
212.995358,49,26.660071
109.779959,23,26.691008
120.980675,26,26.726762
202.746074,41,26.784921
92.946122,20,26.812775
183.089602,42,26.882573
140.868929,30,26.924205
183.821913,37,26.974658
105.461969,22,27.005842
89.297446,19,27.032918
100.621535,21,27.066672
112.588307,23,27.111779
105.203054,22,27.154958
161.156235,35,27.204312
88.054914,19,27.231127
167.608488,35,27.299523
158.149727,33,27.369902
107.078153,23,27.418034
152.795743,33,27.486618
175.204067,35,27.544137
212.820794,44,27.63214
81.538051,17,27.65892
146.314169,31,27.707702
153.845256,32,27.759706
125.708348,25,27.80113
94.072383,23,27.843296
154.008741,33,27.902336
153.206185,31,27.958708
163.766607,35,28.013168
148.939529,31,28.065059
198.019774,41,28.150793
116.062051,26,28.192615
291.374955,58,28.282623
128.44437,26,28.328801
154.898904,33,28.377751
268.898707,58,28.473364
105.085537,22,28.501858
89.418545,19,28.527984
196.220596,42,28.597023
137.259219,31,30.946686
213.813921,45,31.008623
189.705091,39,31.06488
148.40683,31,31.114226
175.522119,36,31.173608
273.997731,54,31.261827
145.994489,29,31.311698
104.953948,22,31.34864
263.131931,63,31.463484
217.706619,50,31.54968
245.915243,51,31.646004
194.152749,39,31.713218
159.48332,33,31.767359
210.666575,42,31.831793
196.833387,45,31.909286
218.199893,49,32.006785
104.485512,21,32.048453
236.253937,50,32.13549
218.327057,46,32.205106
173.45374,40,32.271448
171.603105,40,32.32897
192.513682,43,32.393506
198.859979,42,32.468315
301.638079,67,32.606398
194.411494,45,32.682482
112.303812,24,32.717873
91.78927,19,32.744514
121.042358,27,32.781979
358.39647,75,32.922831
109.575505,24,32.960795
200.188883,42,33.038148
178.903286,42,33.100928
171.775851,39,33.17214
111.862208,23,33.215862
251.514169,51,33.296156
199.780797,42,33.366316
230.769334,45,33.439271
143.080168,31,33.485529
118.194312,24,33.527405
158.322529,33,33.575179
139.58495,30,33.619019
288.127745,67,33.725752
157.590334,35,33.778582
208.227293,50,33.858891
244.329078,52,33.948701
273.45148,58,34.045457
191.301259,39,34.112132
131.701045,26,34.155663
130.238734,27,34.193714
182.10185,37,34.248857
222.522552,46,34.3206
195.072165,44,36.775311
221.945541,47,36.866546
337.216773,72,36.976513
237.581792,55,37.060772
253.011122,53,37.138973
154.79332,34,37.192843
269.724512,56,37.29712
184.273214,38,37.37214
291.969883,58,37.462407
384.11162,83,37.579912
142.63712,30,37.640006
242.448122,47,37.713031
183.167613,36,37.776211
268.994148,53,37.872922
273.983398,57,37.973255
197.75002,42,38.059464
218.116131,43,38.148926
180.985218,40,38.222837
151.583343,31,38.274085
154.191548,31,38.323437
310.423799,64,38.439444
273.472522,53,38.551368
263.209455,58,38.673374
202.350828,41,38.750534
162.732715,33,38.812777
268.507031,56,38.89789
352.104364,75,39.03862
152.248941,33,39.100972
215.058456,47,39.19312
93.709246,20,39.232616
223.815867,50,39.336105
250.741575,53,39.437416
184.904259,41,39.509133
184.365136,39,39.573071
102.038854,21,39.604265
167.802631,35,39.667805
225.143801,48,39.75717
213.317725,42,39.844289
313.524121,65,39.972202
116.594905,24,40.021379
318.949411,72,40.177238
142.388428,29,40.223146
169.017791,36,40.275246
184.128897,41,40.337033
230.139494,51,42.637952
308.904197,58,42.735454
253.801441,51,42.832338
186.424874,39,42.910855
186.907566,38,42.972878
181.160092,39,43.03297
326.99027,63,43.158883
119.840239,25,43.206656
311.256946,59,43.296463
303.40426,68,43.396672
272.356895,57,43.48836
228.465291,48,43.562892
278.651107,58,43.650116
282.250591,61,43.744741
310.191179,62,43.840327
230.332425,47,43.913066
348.202322,67,44.018377
346.127194,71,44.135938
187.953439,40,44.206873
174.956066,39,44.273277
303.62632,59,44.360965
96.804421,20,44.390746
216.019914,45,44.463586
303.37203,58,44.554415
224.952191,47,44.640145
305.937757,69,44.770293
257.87226,51,44.869335
382.706144,76,45.004851
317.302574,64,45.121956
222.986955,50,45.208396
163.071075,35,45.266149
236.454854,52,45.347582
156.36596,35,45.404242
340.015085,70,45.53665
118.051769,25,45.586133
274.772938,61,45.707312
206.380251,43,45.768393
223.693701,47,45.841751
225.912507,45,45.91537
179.12473,40,45.973992
162.311268,33,46.020105
266.133963,51,48.49737
331.933445,74,48.634912
204.444179,43,48.704467
196.679343,39,48.768617
166.824631,36,48.828906
305.568985,68,48.977079
322.635772,67,49.081768
311.894862,75,49.242213
230.605292,47,49.342856
156.056031,32,49.409935
236.627967,49,49.518005
189.402365,40,49.594776
292.038236,61,49.691403
435.622188,84,49.813118
210.372876,47,49.895262
345.560459,73,50.02226
365.584825,78,50.185266
251.616355,52,50.296685
280.427806,60,50.405362
214.853364,47,50.478073
300.637864,60,50.593349
181.395017,37,50.652879
263.055134,53,50.76231
345.668989,67,50.876376
239.469533,47,50.96192
258.843431,52,51.052861
196.632651,46,51.14966
302.06994,61,51.280028
251.911749,52,51.386435
216.868267,43,51.471223
249.651042,55,51.570391
170.498787,34,51.630938
298.679108,69,51.758617
207.698953,48,51.823249
223.406625,50,51.891267
265.684633,54,51.96626
316.71937,67,52.06584
340.477542,67,54.447269
297.571384,66,54.569958
278.817187,57,54.684436
340.696192,66,54.804021
438.716296,88,54.973409
362.69606,82,55.11056
436.486944,89,55.272494
301.738577,68,55.378869
354.410142,71,55.498956
236.511441,49,55.593684
180.753522,38,55.657049
374.748207,78,55.823858
323.303659,63,55.956366
311.774977,62,56.090421
187.497538,41,56.158242
212.170188,48,56.239819
266.296461,53,56.346206
376.454327,83,56.505429
445.566943,88,56.665657
366.140212,71,56.796753
407.331618,83,56.940424
300.096258,58,57.05942
229.562363,50,57.15606
373.360823,75,57.275687
288.813567,68,57.395733
245.03963,54,57.480211
234.187483,48,57.556111
300.248482,67,57.658908
299.217389,66,57.766586
233.154353,52,57.841228
321.470719,69,57.968617
363.006842,74,60.456301
379.159739,78,60.617663
325.323324,69,60.725815
311.344635,73,60.879335
211.268668,44,60.952307
407.571642,79,61.077596
379.928932,84,61.243087
231.15476,47,61.341498
472.298912,96,61.522524
246.644291,56,61.613469
324.442185,66,61.734576
303.849497,69,61.888862
295.676343,60,61.997148
283.238084,58,62.100286
284.610014,62,62.205568
224.235813,47,62.284511
187.144879,42,62.369171
326.963774,66,62.484202
210.997118,45,62.552669
395.753943,77,62.707977
234.447837,56,62.805273
289.602232,56,62.900747
380.072374,86,63.055795
263.711699,54,63.148765
248.085215,53,63.248267
245.705696,49,63.338509
417.74112,83,63.505752
270.513997,60,63.62387
234.520794,53,63.724297
219.0842,45,63.804391
254.767218,52,63.916218
411.261535,82,64.042336
266.054115,51,64.120516
248.720113,55,66.487208
347.851456,81,66.621228
377.713411,75,66.783798
298.349915,59,66.896198
395.178512,77,67.024009
264.273844,57,67.148842
241.749771,51,67.253897
284.87533,58,67.342464
593.462108,124,67.541111
192.143421,41,67.599472
214.678239,43,67.664724
304.315944,60,67.766558
310.463596,63,67.86145
339.440829,68,67.976326
337.815683,63,68.109833
302.303539,60,68.2212
357.013765,71,68.347332
147.957823,31,68.402261
349.739902,67,68.520453
395.271005,79,68.672925
308.715394,61,68.781466
294.118956,62,68.894545
217.186963,48,68.977491
423.148354,87,69.136435
354.885078,72,69.261404
260.595378,51,69.348382
215.313061,48,69.435352
307.018474,58,69.542036
406.208395,80,69.700326
274.479122,54,69.814569
258.954688,54,69.930159
239.933947,48,70.032311
440.848954,99,72.711632
375.057431,76,72.85988
410.786363,81,72.988197
276.537362,55,73.077338
324.866748,65,73.209799
286.706386,57,73.325007
521.771199,112,73.516077
664.43894,132,73.804772
294.910356,60,73.918947
201.382584,44,74.015301
289.221135,56,74.13875
321.601248,62,74.271174
351.021246,76,74.405057
340.424684,65,74.508174
321.545297,63,74.604318
302.233678,61,74.71841
278.418791,56,74.828483
208.757725,46,74.912018
326.677058,75,75.055906
332.798222,71,75.184895
281.158237,54,75.270697
181.554091,39,75.340752
285.024867,61,75.435588
318.74374,62,75.529781
190.821979,43,75.603048
357.421459,70,75.73171
196.638115,41,75.827365
237.017537,57,75.93079
313.170233,69,76.076134
570.355292,118,76.256143
216.66551,46,76.329116
350.603128,76,78.675661
280.686322,53,78.77187
352.978708,78,78.89924
348.801426,70,79.052188
403.010134,81,79.215194
365.78228,70,79.343956
332.533829,65,79.447598
308.022747,58,79.555611
412.70153,88,79.69727
325.776543,67,79.818784
394.021441,78,79.97703
336.831306,78,80.141818
334.133826,78,80.310393
395.839175,80,80.448271
376.057442,78,80.594877
357.566313,69,80.709414
238.858012,55,80.808781
636.512217,130,81.053317
363.673631,82,81.207946
187.954927,39,81.273667
538.024946,123,81.491226
301.449427,65,81.599189
465.213461,94,81.756931
472.693615,91,81.89746
305.717128,60,81.994902
377.876396,83,82.161573
244.504399,57,82.254818
423.245003,86,84.688259
229.037721,48,84.789128
476.547029,95,84.95669
388.750953,86,85.116036
334.364882,77,85.268509
272.996174,60,85.377998
315.09278,61,85.47235
552.534854,107,85.685302
405.284617,84,85.819392
286.857035,57,85.929405
483.202963,101,86.149675
353.006507,79,86.312242
433.396566,82,86.455661
295.121376,60,86.567379
411.956275,85,86.71698
358.299989,80,86.850968
319.63839,62,86.982766
411.733262,80,87.138757
559.794888,121,87.338333
423.174472,86,87.485264
322.183771,64,87.610269
479.563181,95,87.790276
316.056572,63,87.907795
395.130785,77,88.03687
348.91162,73,88.192057
344.151192,76,88.324379
362.25583,71,90.709928
327.011372,66,90.835482
323.001317,61,90.946671
323.927089,72,91.073518
226.149545,54,91.168756
257.325441,51,91.259567
192.541902,46,91.359277
409.453645,88,91.5364
282.818863,56,91.626829
325.180229,63,91.736795
323.585646,61,91.844482
252.428974,48,91.931727
401.394282,77,92.06816
369.663775,71,92.199915
357.863377,72,92.359571
340.039192,77,92.526484
265.780723,54,92.638901
320.194368,65,92.773928
450.382061,93,92.945377
335.08724,72,93.059905
327.377352,61,93.159292
298.769578,62,93.278636
390.535141,78,93.427653
314.986563,63,93.542108
308.032333,60,93.648893
586.165361,117,93.866882
347.183306,72,94.013454
257.457799,50,94.102839
365.243848,74,94.254767
304.266806,59,94.346492
417.616678,78,94.472825
444.980351,89,96.814455
239.686097,48,96.887172
340.063299,66,96.981811
344.367209,66,97.076578
335.230564,68,97.205039
409.476304,76,97.346432
371.342709,81,97.48118
450.588718,98,97.69054
290.504388,63,97.783762
401.329039,90,97.977619
279.504783,55,98.096568
298.296653,65,98.221771
291.077825,59,98.336327
428.610773,85,98.521973
326.495725,68,98.659579
292.59655,58,98.75255
412.045814,79,98.875781
485.544459,99,99.029121
443.077198,89,99.159138
404.791927,76,99.283601
413.673288,91,99.413219
616.510637,127,99.597445
293.121246,58,99.708741
242.231835,49,99.782415
435.263599,96,99.957266
309.004769,60,100.067744
298.018236,58,100.187425
586.458254,117,102.776725
288.322048,61,102.875383
387.181606,73,103.004459
391.331936,76,103.126699
405.837886,88,103.267261
446.142494,88,103.413073
453.122566,89,103.561462
340.706457,68,103.707769
433.714292,84,103.844817
464.170693,94,104.00503
358.818948,74,104.140826
376.888709,85,104.28316
351.482967,76,104.397339
275.697386,56,104.476964
372.812357,78,104.637985
450.953385,94,104.812986
350.549625,68,104.918319
406.841464,83,105.051909
248.242716,50,105.130553
513.61174,103,105.29897
414.812867,85,105.453801
250.250255,55,105.543332
351.03536,74,105.672472
264.207687,56,105.776044
492.605183,99,105.958672
305.51962,59,106.073868
343.199258,80,108.472145
402.091473,75,108.596358
509.672989,102,108.800929
256.364065,50,108.89673
313.219003,63,109.022225
298.025042,58,109.120597
382.279488,82,109.273204
494.791966,96,109.448936
314.591475,63,109.558605
330.343104,63,109.686481
285.281629,56,109.782405
351.654647,67,109.910225
354.020292,69,110.046023
505.744827,98,110.21037
416.177428,84,110.340016
327.983382,66,110.439579
408.453244,94,110.588428
298.546656,61,110.683831
413.503988,84,110.814904
418.0679,81,110.94678
439.054851,103,111.144534
396.981403,74,111.274534
282.602163,59,111.366179
373.336642,86,111.510934
286.249863,63,111.613003
366.725421,74,111.736002
303.860045,57,111.852141
344.043929,67,111.997797
396.189507,74,114.600521
332.226444,65,114.693935
377.937983,75,114.800221
424.225467,91,114.944121
659.088925,132,115.190766
275.546412,62,115.28732
276.801771,62,115.392503
539.834565,114,115.602048
554.557422,111,115.805667
313.364232,67,115.916935
317.83131,72,116.055434
470.662518,104,116.245381
478.2246,100,116.423433
443.762953,94,116.601
361.747418,69,116.734016
273.995697,55,116.840926
290.733004,57,116.934624
506.378795,103,117.156683
318.662861,69,117.270555
355.249098,78,117.407146
813.185795,161,117.673676
360.246641,71,117.783668
340.187177,66,117.921237
373.205998,71,118.031769
344.228157,68,120.542409
468.601451,92,120.72525
442.42547,98,120.938612
591.955457,116,121.160874
254.219547,54,121.266969
350.518636,79,121.393338
398.071193,75,121.519754
481.759041,101,121.694749
318.692089,60,121.795853
484.32484,99,121.981565
325.658566,63,122.080098
442.666738,90,122.220288
404.225195,76,122.35698
372.887876,72,122.474303
531.316024,100,122.648113
401.878941,77,122.783955
296.563509,60,122.889638
452.005272,100,123.06056
297.455772,57,123.184724
337.594281,67,123.29923
325.119542,72,123.415148
528.389517,112,123.584529
413.962265,84,123.757181
302.869976,59,123.884304
380.298156,83,124.046074
449.7026,92,124.237123
343.456689,65,126.617857
594.248676,115,126.803672
295.893053,58,126.910976
380.504066,74,127.043879
269.984161,53,127.139604
332.504051,62,127.264295
372.899662,73,127.397132
295.469501,59,127.503322
348.154072,77,127.646943
263.15118,54,127.74118
426.823162,87,127.89289
499.938116,106,128.088214
451.133437,89,128.260588
375.051638,77,128.396104
414.640778,84,128.522003
380.845758,76,128.664234
271.409512,59,128.746359
273.156777,56,128.834937
303.495207,60,128.933116
511.993081,114,129.127621
361.964908,72,129.247346
382.955773,74,129.378726
397.825207,85,129.547651
488.033886,95,129.736581
381.86039,74,129.878881
977.197399,192,132.496069
386.33934,79,132.672101
439.681515,87,132.841293
451.757414,86,132.991548
330.342713,61,133.086195
352.745932,65,133.203877
519.95245,114,133.399801
430.950421,92,133.534457
458.2517,101,133.71032
435.791948,81,133.825567
404.630917,79,133.939913
310.376491,62,134.030418
292.749343,59,134.112767
356.562076,69,134.211996
355.765439,73,134.314773
337.400356,64,134.416672
358.067462,84,134.537817
446.18001,95,134.686367
354.840409,70,134.789047
442.877958,97,134.936707
350.341362,71,135.080054
369.310364,70,135.187965
379.061038,83,135.312421
344.417006,66,135.426121
413.845043,77,135.560357
291.290644,65,135.680708
333.503857,65,138.340437
497.826314,97,138.502696
319.850403,63,138.595335
344.203479,76,138.73447
375.3463,83,138.875671
419.014523,82,139.057268
417.230824,92,139.256852
697.871671,138,139.505898
466.614015,94,139.666701
602.481642,125,139.879538
734.242333,150,140.151749
343.662163,72,140.271423
558.278118,114,140.448787
316.392821,60,140.56041
419.631473,81,140.693108
294.799418,58,140.785074
329.554969,74,140.904609
340.997068,80,141.04018
404.529864,87,141.213617
752.162238,145,141.466854
257.337598,54,141.557824
290.013835,58,141.655346
404.741542,79,141.819952
408.067557,88,144.438445
430.650612,87,144.593871
419.806308,83,144.72803
259.729803,59,144.823679
265.770982,53,144.916817
391.636391,85,145.051368
399.630907,76,145.179404
704.662167,139,145.445727
275.421111,59,145.573962
405.107664,85,145.742093
443.747377,84,145.865663
344.639065,76,146.009346
559.467378,127,146.253405
360.340858,70,146.372907
569.517396,118,146.604274
270.644821,62,146.703759
404.803197,87,146.858634
490.233161,97,147.048771
327.372803,65,147.18326
514.500127,97,147.328356
415.426081,87,147.468705
327.618859,62,147.573128
407.34602,79,147.695247
842.918409,168,148.012153
381.074595,76,150.48563
355.645919,76,150.618358
433.199927,81,150.778092
373.616473,81,150.915761
385.746971,73,151.048535
401.424981,79,151.218392
407.186322,77,151.367424
283.73162,64,151.466553
397.132931,89,151.609114
356.455527,70,151.745969
352.237839,68,151.877947
431.568664,86,152.049382
436.362194,85,152.231717
317.019708,61,152.34139
483.116846,100,152.525062
658.75811,138,152.778982
369.448633,77,152.921448
406.322589,76,153.085686
380.493481,82,153.270608
632.812853,128,153.502771
515.343146,98,153.679975
334.929125,67,153.78116
409.821951,93,153.929872
449.490262,87,154.104863
531.023641,100,156.549402
377.100329,75,156.674404
606.295918,133,156.897793
488.460416,106,157.06994
512.134233,102,157.230292
425.049956,81,157.368709
384.572579,74,157.499156
344.979239,77,157.660391
406.313955,81,157.798868
377.482125,74,157.919413
404.153791,76,158.04586
378.728739,75,158.181989
551.689219,108,158.394095
531.202549,99,158.588263
283.168042,55,158.685474
381.20173,74,158.797943
368.674143,72,158.93767
614.721562,126,159.165786
415.703792,79,159.311926
291.287004,64,159.453026
373.0709,70,159.592892
439.810482,84,159.735374
435.54543,86,159.883058
472.378154,96,160.050241
349.87599,70,162.433272
522.578959,113,162.604401
537.452643,104,162.773219
345.928319,69,162.88252
411.4838,87,163.016634
387.239776,76,163.13881
485.115117,94,163.29811
361.755334,71,163.435591
501.687727,95,163.62497
526.3135,100,163.801522
389.364034,85,163.93979
346.323277,66,164.051012
306.249235,72,164.172065
355.491166,72,164.291169
364.363645,73,164.412123
369.159452,79,164.527416
390.574395,85,164.651122
422.327254,84,164.77754
375.836897,85,164.953546
477.805018,92,165.138815
297.985757,58,165.240028
625.145748,128,165.453834
303.004348,57,165.543117
334.801456,67,165.662278
448.747621,84,165.814015
368.890338,72,168.194752
382.885439,88,168.385676
357.682562,74,168.52212
700.884303,134,168.773255
422.2725,83,168.914817
241.195585,52,169.022513
679.723894,132,169.283588
341.479123,70,169.4307
359.416545,72,169.548807
549.183406,111,169.765002
264.658689,55,169.854987
501.821428,98,170.047531
376.100336,70,170.164567
411.509375,78,170.292068
347.112771,77,170.417338
318.236844,68,170.53647
454.991919,92,170.702962
288.532555,66,170.839417
509.1711,101,171.060767
321.834857,64,171.159142
474.824887,103,171.3568
525.198601,112,171.570374
443.703735,86,171.718096
283.627013,63,171.813491
425.07075,84,174.361849
429.634549,85,174.498644
298.490156,65,174.613151
386.978226,85,174.748833
671.65445,139,174.988201
351.16369,69,175.096887
259.039541,55,175.180381
547.675914,113,175.360497
338.311015,78,175.475393
428.008878,92,175.643272
316.279839,61,175.756389
412.43193,78,175.883951
668.616467,131,176.132244
363.814111,68,176.26407
320.581264,63,176.380471
476.943163,91,176.532378
322.547185,77,176.64873
692.4675,136,176.890808
416.560388,78,177.034881
417.396837,92,177.189805
488.779198,96,177.357023
321.813633,62,177.456346
297.365147,72,177.583848
636.588924,134,177.846445
624.244523,136,180.411879
449.499624,94,180.604377
456.397827,83,180.786667
391.618543,76,180.95261
302.021552,70,181.10064
300.412829,69,181.23437
432.673646,89,181.428409
226.335333,51,181.529302
309.574196,60,181.624529
529.194553,104,181.799427
400.009513,86,181.947793
391.2218,74,182.084774
548.211208,119,182.309422
549.099523,117,182.536752
428.489465,94,182.714558
658.824707,141,182.958407
381.796109,75,183.091937
406.018592,80,183.234716
299.163196,73,183.368399
504.616356,105,183.573544
272.273574,53,183.654732
323.616333,72,183.768499
689.946422,136,184.047401
